"artificial_bed_id","code","code2","bed_thickness","gravel_fraction","heterolithic_fraction","gs_category","combined_trend","lam_category","log_ID","element_ID","subset_ID","case_study_ID","system_ID","element_interpret","element_general_type","element_length","element_length_type","element_width","element_width_type","element_thickness","element_thickness_type","data_type","facies_suit_proportions_type","cs_name","cs_age_from","cs_age_to","sys_name","sys_age_from","sys_age_to","palaeo_lat_range","palaeo_latitude","palaeo_lat_hemisphere","sand_fraction","sys_gs_category","age","epoch","period","era","start_ma","end_ma","climate","vegetation","supercontinent_setting","climate_phases","age_order","period_order","era_order","period_color"
2206,"S-N-l","N-l",0.02,0,0,"S","N","l",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2207,"S-N-m","N-m",0.018,0,0,"S","N","m",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2208,"S-N-m","N-m",0.009,0,0,"S","N","m",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2209,"S-N-x","N-x",0.173,0,0,"S","N","x",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2210,"S-N-l","N-l",0.213,0,0,"S","N","l",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2211,"S-N-x","N-x",0.083,0,0,"S","N","x",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2212,"S-N-m","N-m",0.09,0,0,"S","N","m",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2213,"S-N-m","N-m",0.015,0,0,"S","N","m",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2214,"S-N-m","N-m",0.02,0,0,"S","N","m",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2215,"S-N-m","N-m",0.059,0,0,"S","N","m",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2216,"S-N-m","N-m",0.1,0,0,"S","N","m",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2217,"S-N-l","N-l",0.013,0,0,"S","N","l",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2218,"S-N-m","N-m",0.129,0,0,"S","N","m",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2219,"S-N-m","N-m",0.041,0,0,"S","N","m",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2220,"S-N-m","N-m",0.019,0,0,"S","N","m",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2221,"S-N-m","N-m",0.073,0,0,"S","N","m",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2222,"S-N-m","N-m",0.023,0,0,"S","N","m",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2223,"S-N-m","N-m",0.064,0,0,"S","N","m",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2224,"S-N-m","N-m",0.013,0,0,"S","N","m",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2225,"S-N-m","N-m",0.053,0,0,"S","N","m",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2226,"S-N-l","N-l",0.02,0,0,"S","N","l",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2227,"S-N-m","N-m",0.035,0,0,"S","N","m",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2228,"S-N-m","N-m",0.01,0,0,"S","N","m",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2229,"S-N-l","N-l",0.052,0,0,"S","N","l",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2230,"S-N-m","N-m",0.045,0,0,"S","N","m",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2231,"S-N-m","N-m",0.21,0,0,"S","N","m",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2232,"S-N-m","N-m",0.01,0,0,"S","N","m",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2233,"S-N-m","N-m",0.006,0,0,"S","N","m",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2234,"S-F-x","F-x",0.386,0,0,"S","F","x",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2235,"S-N-m","N-m",0.015,0,0,"S","N","m",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2236,"S-N-m","N-m",0.026,0,0,"S","N","m",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2237,"S-N-m","N-m",0.006,0,0,"S","N","m",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2238,"S-N-m","N-m",0.005,0,0,"S","N","m",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2239,"S-N-m","N-m",0.005,0,0,"S","N","m",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2240,"S-N-l","N-l",0.006,0,0,"S","N","l",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2241,"S-N-l","N-l",0.004,0,0,"S","N","l",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
2242,"S-N-m","N-m",0.006,0,0,"S","N","m",1019,20001,103,102,100,"levee sediments","levee",NA,NA,NA,NA,19.6299991607666,"partial observed","outcrop","type,grain size,general structures","Channel-levee complex, San Fernando canyon, Rosario Formation",24,23,"San Fernando Turbidite System",24,23,"30-45",35,"N",0.5209574,"gravelly-sand system","Maastrichtian","Upper Cretaceous","Cretaceous","Mesozoic",72.1,66,"greenhouse","Landplants","Laurasia and Gondwanaland","Mesozoic-Cenozoic",87,19,5,"#7FC64E"
